t,u1,u2,u3
0,0.873768366274627,0.523598775598299,0.504253999935749
0.02,0.873768366274627,0.523598775598299,0.501277098956871
0.04,0.873768366274627,0.523598775598299,0.487974346272703
0.06,0.873768366274627,0.523598775598299,0.463402381037703
0.08,0.873768366274627,0.523598775598299,0.431609868942165
0.1,0.873768366274627,0.523598775598299,0.400597801182027
0.12,0.873768366274627,0.523598775598299,0.378419595025045
0.14,0.873768366274627,0.523598775598299,0.370409864756979
0.16,0.873768366274627,0.523598775598299,0.377955804505296
0.18,0.873768366274627,0.523598775598299,0.399203563742536
0.2,0.873768366274627,0.523598775598299,0.430055545822779
0.22,0.873768366274627,0.523598775598299,0.465330191173998
0.24,0.873768366274627,0.523598775598299,0.499693402666814
0.26,0.873768366274627,0.523598775598299,0.524323994343712
0.28,0.873768366274627,0.523598775598299,0.542122208354594
0.3,0.873768366274627,0.523598775598299,0.552856892212286
0.32,0.873768366274627,0.523598775598299,0.557518931668674
0.34,0.873768366274627,0.523598775598299,0.557541249731814
0.36,0.873768366274627,0.523598775598299,0.554294648375461
0.38,0.873768366274627,0.523598775598299,0.54887997282431
0.4,0.873768366274627,0.523598775598299,0.542159694865278
0.42,0.873768366274627,0.523598775598299,0.534795728972357
0.44,0.873768366274627,0.523598775598299,0.52732326689611
0.46,0.873768366274627,0.523598775598299,0.52014372568003
0.48,0.873768366274627,0.523598775598299,0.51358157704375
0.5,0.873768366274627,0.523598775598299,0.507848427503219
0.52,0.873768366274627,0.523598775598299,0.503086599592248
0.54,0.873768366274627,0.523598775598299,0.49922283501472
0.56,0.873768366274627,0.523598775598299,0.49599890297431
0.58,0.873768366274627,0.523598775598299,0.493887081948339
0.6,0.873768366274627,0.523598775598299,0.492759445503152
0.62,0.873768366274627,0.523598775598299,0.492455828704254
0.64,0.873768366274627,0.523598775598299,0.492800179489584
0.66,0.873768366274627,0.523598775598299,0.493610274015035
0.68,0.873768366274627,0.523598775598299,0.494719935629906
0.7,0.873768366274627,0.523598775598299,0.495977713541785
0.72,0.873768366274627,0.523598775598299,0.497261915508876
0.74,0.873768366274627,0.523598775598299,0.498473602421944
0.76,0.873768366274627,0.523598775598299,0.499545350804869
0.78,0.873768366274627,0.523598775598299,0.500370878648404
0.8,0.873768366274627,0.523598775598299,0.500955806868701
0.82,0.873768366274627,0.523598775598299,0.501370114612118
0.84,0.873768366274627,0.523598775598299,0.501624235249698
0.86,0.873768366274627,0.523598775598299,0.501736536747406
0.88,0.873768366274627,0.523598775598299,0.50173169875055
0.9,0.873768366274627,0.523598775598299,0.501634921146884
0.92,0.873768366274627,0.523598775598299,0.501472399586491
0.94,0.873768366274627,0.523598775598299,0.50126818054794
0.96,0.873768366274627,0.523598775598299,0.501043798977125
0.98,0.873768366274627,0.523598775598299,0.500816802361567
1,0.873768366274627,0.523598775598299,0.500601021098211
1.02,0.873768366274627,0.523598775598299,0.500405982470482
1.04,0.873768366274627,0.523598775598299,0.500238254844114
1.06,0.873768366274627,0.523598775598299,0.500100591453279
1.08,0.873768366274627,0.523598775598299,0.499992528586756
1.1,0.873768366274627,0.523598775598299,0.499901064472914
1.12,0.873768366274627,0.523598775598299,0.499840603792895
1.14,0.873768366274627,0.523598775598299,0.499806879574721
1.16,0.873768366274627,0.523598775598299,0.499795037681229
1.18,0.873768366274627,0.523598775598299,0.499800121466304
1.2,0.873768366274627,0.523598775598299,0.499817593465566
1.22,0.873768366274627,0.523598775598299,0.499843074734889
1.24,0.873768366274627,0.523598775598299,0.499872526698565
1.26,0.873768366274627,0.523598775598299,0.499904107434606
1.28,0.873768366274627,0.523598775598299,0.499933622995533
1.3,0.873768366274627,0.523598775598299,0.499959242003152
1.32,0.873768366274627,0.523598775598299,0.499979647690148
1.34,0.873768366274627,0.523598775598299,0.499992582022592
1.36,0.873768366274627,0.523598775598299,0.499999928427404
1.38,0.873768366274627,0.523598775598299,0.500002334268379
1.4,0.873768366274627,0.523598775598299,0.500002486387844
1.42,0.873768366274627,0.523598775598299,0.500001662050643
1.44,0.873768366274627,0.523598775598299,0.500000691564701
1.46,0.873768366274627,0.523598775598299,0.500000016813322
1.48,0.873768366274627,0.523598775598299,0.499999998902762
