t,u1,u2,u3
0,-0.74362318636043,0.5235987755983,0.499322795426034
0.02,-0.580407611032875,0.5235987755983,0.489221700354906
0.04,-0.268641147321993,0.5235987755983,0.424221833006659
0.06,0.0496092305081565,0.523598775598299,0.277822915140939
0.08,0.321036002304747,0.523598775598299,0.109699212600043
0.1,0.533253189061124,0.523598775598299,0.0323626169306662
0.12,0.690856163866271,0.523598775598299,0.092255252007082
0.14,0.740479063121062,0.523598775598299,0.251669240877028
0.16,0.571051191211974,0.523598775598299,0.419552159109567
0.18,0.258444316525761,0.523598775598299,0.523861894989185
0.2,-0.0585387485633325,0.523598775598299,0.557414355018984
0.22,-0.211318101909967,0.523598775598299,0.553127876597383
0.24,-0.163015726267886,0.523598775598299,0.535372136758389
0.26,-0.024498922355448,0.523598775598299,0.518818910105408
0.28,0.135249873646368,0.523598775598299,0.508340622077446
0.3,0.295754369505784,0.523598775598299,0.503241516181505
0.32,0.439912973505729,0.523598775598299,0.501194981681282
0.34,0.551820637104279,0.523598775598299,0.500442601896816
0.36,0.627218005239475,0.523598775598299,0.500168199684713
0.38,0.672470337923217,0.523598775598299,0.500062912038094
0.4,0.698223607952221,0.523598775598299,0.500023298761996
0.42,0.715328536848507,0.523598775598299,0.500009575000894
0.44,0.728493220308981,0.523598775598299,0.50000370557924
0.46,0.730239302305447,0.523598775598299,0.499998332372469
0.48,0.716551258519784,0.523598775598299,0.499999862508976
0.5,0.735105398025172,0.523598775598299,0.499992793570331
0.52,0.790195044184499,0.523598775598299,0.500002643857861
0.54,0.741883442263281,0.523598775598299,0.499998115679553
0.56,0.695851972627173,0.523598775598299,0.499998329037122
0.58,0.716483291133685,0.523598775598299,0.500009241277098
0.6,0.729960479774666,0.523598775598299,0.500007344666028
0.62,0.760580508278868,0.523598775598299,0.499982747638925
0.64,0.816173267631026,0.523598775598299,0.50001143645309
0.66,0.737038384017055,0.523598775598299,0.499976153999668
0.68,0.661608192722503,0.523598775598299,0.499986037109286
0.7,0.693460360876922,0.523598775598299,0.500034233760669
0.72,0.749636666873568,0.523598775598299,0.500027832369951
0.74,0.763681488781545,0.523598775598299,0.500011648344309
0.76,0.745379083474023,0.523598775598299,0.500002140572874
0.78,0.760504890892629,0.523598775598299,0.499999465516676
0.8,0.782287801842059,0.523598775598299,0.500004284084432
0.82,0.722184933549235,0.523598775598299,0.499981353812864
0.84,0.687974911384059,0.523598775598299,0.500001306837862
0.86,0.72108436295502,0.523598775598299,0.500006920814593
0.88,0.766602181010707,0.523598775598299,0.499998309461058
0.9,0.768133661058544,0.523598775598299,0.500001046761784
0.92,0.742909752420623,0.523598775598299,0.500001461267971
0.94,0.731027060161453,0.523598775598299,0.500000158396985
0.96,0.7310132235392,0.523598775598299,0.499999785860686
0.98,0.734834354777916,0.523598775598299,0.499999933799102
1,0.738006163330023,0.523598775598299,0.500000849642444
1.02,0.739541949996273,0.523598775598299,0.500000825102874
1.04,0.739944905477899,0.523598775598299,0.500000002980019
1.06,0.739880904469797,0.523598775598299,0.499999997512521
1.08,0.739733534239375,0.523598775598299,0.499999191903663
1.1,0.739626897241405,0.523598775598299,0.500000005419225
1.12,0.739552617656732,0.523598775598299,0.500000012040049
1.14,0.739468239032774,0.523598775598299,0.500000016601245
1.16,0.739356819562452,0.523598775598299,0.500000016622231
1.18,0.739236167820448,0.523598775598299,0.500000012192536
1.2,0.739132450127788,0.523598775598299,0.499999198889194
1.22,0.739069723637443,0.523598775598299,0.500000025520776
1.24,0.739063343538375,0.523598775598299,0.499999972390592
1.26,0.739113268354748,0.523598775598299,0.499999998087149
1.28,0.739200464532843,0.523598775598299,0.499999999597166
1.3,0.739300079831403,0.523598775598299,0.499999233466106
1.32,0.739390320381611,0.523598775598299,0.500000000616659
1.34,0.739453535217861,0.523598775598299,0.500000023752872
1.36,0.739485116934883,0.523598775598299,0.499999999230175
1.38,0.739488236402133,0.523598775598299,0.499999998734756
1.4,0.739480830158635,0.523598775598299,0.499999998472741
1.42,0.739452908030842,0.523598775598299,0.499999998365751
1.44,0.739350053588073,0.523598775598299,0.499999998339957
1.46,0.73934747034446,0.523598775598299,0.499999998332584
1.48,0.739407872904722,0.523598775598299,0.499999998333274
