t,u1,u2,u3
0,-0.513013710116015,0.523598775598301,0.500068179741904
0.02,-0.370813582879099,0.5235987755983,0.491008985497459
0.04,-0.0991937466186217,0.523598775598299,0.446601329516405
0.06,0.178074301288753,0.523598775598299,0.377047370270611
0.08,0.359552291978271,0.523598775598299,0.33734336709633
0.1,0.303497068963691,0.523598775598299,0.376474618842852
0.12,0.0740023719929795,0.523598775598299,0.453055957151881
0.14,-0.160688696620516,0.523598775598299,0.508560868396707
0.16,-0.314500738803426,0.523598775598299,0.530866801559446
0.18,-0.376879697148631,0.523598775598299,0.534842032035291
0.2,-0.373944099689255,0.523598775598299,0.529228014367396
0.22,-0.333233437029688,0.523598775598299,0.520736608138291
0.24,-0.275314321189575,0.523598775598299,0.513108658832881
0.26,-0.213749515641289,0.523598775598299,0.50759539357085
0.28,-0.156772437498734,0.523598775598299,0.50408872564867
0.3,-0.108675016919379,0.523598775598299,0.502041401305076
0.32,-0.0708715250931066,0.523598775598299,0.500923258113325
0.34,-0.0428825669047751,0.523598775598299,0.500378683940381
0.36,-0.0232167712331267,0.523598775598299,0.500087476667965
0.38,-0.0100327887443923,0.523598775598299,0.499972566953318
0.4,-0.00156104809924956,0.523598775598299,0.499935144141069
0.42,0.00367943870855277,0.523598775598299,0.499937325156195
0.44,0.00683699126452714,0.523598775598299,0.49995606483035
0.46,0.00874850712962041,0.523598775598299,0.49997138454895
0.48,0.00998230246006999,0.523598775598299,0.49998422517004
0.5,0.0108947969076638,0.523598775598299,0.499995065664423
0.52,0.0116820619825595,0.523598775598299,0.500001299357012
0.54,0.0124301380134119,0.523598775598299,0.500004509804785
0.56,0.0131602617982234,0.523598775598299,0.500006603239156
0.58,0.0138481173446124,0.523598775598299,0.500007491970112
0.6,0.0144518305429733,0.523598775598299,0.500007287647918
0.62,0.0149349523175636,0.523598775598299,0.50000655996516
0.64,0.0152700841318396,0.523598775598299,0.500005370480263
0.66,0.0154415077910063,0.523598775598299,0.50000401845453
0.68,0.0154552593249906,0.523598775598299,0.50000270088359
0.7,0.0153278387358943,0.523598775598299,0.500001602091403
0.72,0.0150830097420957,0.523598775598299,0.500000808064845
0.74,0.0147535407950147,0.523598775598299,0.500000357606675
0.76,0.0143740946416313,0.523598775598299,0.500000634772648
0.78,0.013975231243268,0.523598775598299,0.50000020088718
0.8,0.0135865598079571,0.523598775598299,0.500000277059085
0.82,0.0132304761887468,0.523598775598299,0.500000526115586
0.84,0.012920596893686,0.523598775598299,0.500000972175422
0.86,0.0126635318063868,0.523598775598299,0.500000892394989
0.88,0.0124647557537932,0.523598775598299,0.500000939986999
0.9,0.0123226430775035,0.523598775598299,0.500000944633252
0.92,0.0122302051245609,0.523598775598299,0.500000903584759
0.94,0.0121803433476185,0.523598775598299,0.500000746374137
0.96,0.0121647345644958,0.523598775598299,0.500000667364823
0.98,0.01217481183209,0.523598775598299,0.500000585059602
1,0.0122026840718244,0.523598775598299,0.500000505409054
1.02,0.0122400567449808,0.523598775598299,0.500000432941255
1.04,0.0122817403822792,0.523598775598299,0.500000302747782
1.06,0.0123239908990089,0.523598775598299,0.500000526413893
1.08,0.0123632782026794,0.523598775598299,0.500000265355192
1.1,0.012396789057653,0.523598775598299,0.500000225908476
1.12,0.0124240218123406,0.523598775598299,0.500000193827685
1.14,0.0124450899164152,0.523598775598299,0.500000161756447
1.16,0.0124602621232267,0.523598775598299,0.500000078089206
1.18,0.0124699529493058,0.523598775598299,0.500000405195895
1.2,0.0124757596949656,0.523598775598299,0.500000058429127
1.22,0.012478542021123,0.523598775598299,0.500000113572407
1.24,0.0124797857050482,0.523598775598299,0.49999990058865
1.26,0.0124799671168533,0.523598775598299,0.50000011419339
1.28,0.012480582494964,0.523598775598299,0.500000073271403
1.3,0.0124810777944746,0.523598775598299,0.500000125062269
1.32,0.0124772424102243,0.523598775598299,0.50000010973845
1.34,0.0124635959605971,0.523598775598299,0.499999901319488
1.36,0.012433112801433,0.523598775598299,0.50000007656347
1.38,0.0123773940193179,0.523598775598299,0.500000080272651
1.4,0.0122924121160255,0.523598775598299,0.500000047623658
1.42,0.0121853175812568,0.523598775598299,0.50000002614461
1.44,0.0120779719145457,0.523598775598299,0.500000007266548
1.46,0.0120732539078407,0.523598775598299,0.499999995310848
1.48,0.0121474818729138,0.523598775598299,0.499999994998862
