,header,joint_position,rege_current,servo1_position,servo2_position,servo_current
0,-0.003612995147705078,0.34396999799999994,0.04000000283122063,0.42703084,0.0,0.0
1,0.0013871192932128906,0.34396999799999994,0.046800002455711365,0.42703084,0.0,0.0
2,0.005387067794799805,0.34396999799999994,0.036000002175569534,0.42703084,0.0,0.0
3,0.011387109756469727,0.34396999799999994,0.036000002175569534,0.42703084,0.0,0.0
4,0.016386985778808594,0.34396999799999994,0.04000000283122063,0.43348878999999974,0.0,0.0
5,0.02038717269897461,0.3497028313000001,0.03960000351071358,0.43348878999999974,0.0,0.0
6,0.025387048721313477,0.34396999799999994,0.03240000084042549,0.42703084,0.0,0.0
7,0.02938699722290039,0.34396999799999994,0.04000000283122063,0.42703084,0.0,0.0
8,0.03438711166381836,0.34396999799999994,0.03240000084042549,0.42703084,0.0,0.0
9,0.03838706016540527,0.34396999799999994,0.04000000283122063,2.1060978399999994,0.0,0.0
10,0.04338717460632324,0.34396999799999994,0.04400000348687172,2.0415183399999997,0.0,0.0
11,0.047387123107910156,0.34396999799999994,0.04000000283122063,1.90590139,0.0,0.0
12,0.05238699913024902,0.3497028313000001,0.04320000484585762,1.8090321399999998,0.0,0.0
13,0.05738711357116699,0.34396999799999994,0.05040000379085541,1.61529364,0.0,0.0
14,0.06238698959350586,0.34396999799999994,0.04400000348687172,1.4990505399999998,0.0,0.0
15,0.06638717651367188,0.34396999799999994,0.04000000283122063,1.37634949,0.0,0.0
16,0.07138705253601074,0.34396999799999994,0.036000002175569534,1.2923961399999997,0.0,0.0
17,0.07538700103759766,0.34396999799999994,0.03960000351071358,1.1309473899999998,0.0,0.0
18,0.08038711547851562,0.34396999799999994,0.036000002175569534,1.0534519899999997,0.0,0.0
19,0.08438706398010254,0.3497028313000001,0.036000002175569534,0.9630406899999997,0.0,0.0
20,0.08938717842102051,0.3497028313000001,0.03960000351071358,0.9113770899999998,0.0,0.0
21,0.09338712692260742,0.34396999799999994,0.036000002175569534,0.7822180899999998,0.0,0.0
22,0.09938716888427734,0.34396999799999994,0.04320000484585762,0.6982647399999999,0.0,0.0
23,0.10338711738586426,0.34396999799999994,0.04000000283122063,0.66597499,0.0,0.0
24,0.10838699340820312,0.34396999799999994,0.03960000351071358,0.5820216399999998,0.0,0.0
25,0.11238718032836914,0.34396999799999994,0.036000002175569534,0.51744214,0.0,0.0
26,0.11738705635070801,0.3382371647000002,0.04400000348687172,0.4593205899999999,0.0,0.0
27,0.12138700485229492,0.3382371647000002,0.03960000351071358,0.38828313999999997,0.0,0.0
28,0.1263871192932129,0.3325043314,0.036000002175569534,0.33661954000000005,0.0,0.0
29,0.13138699531555176,0.3267714981000003,0.04320000484585762,0.27849799,0.0,0.0
30,0.13538694381713867,0.3210386648000001,0.0560000017285347,0.23975028999999992,0.0,0.0
31,0.1413869857788086,0.3210386648000001,0.18240001797676086,0.15579693999999966,0.0,0.0
32,0.1453871726989746,0.3153058314999999,0.8519999980926514,0.15579693999999966,0.0,0.0
33,0.15038704872131348,0.3038401649,1.9440001249313354,0.12996513999999992,0.0,0.0
34,0.1543869972229004,0.29810733160000025,3.4020001888275146,0.08475948999999972,0.0,0.0
35,0.15938711166381836,0.29237449830000006,4.048000335693359,0.02663793999999986,0.0,0.0
36,0.16338706016540527,0.2866416649999999,4.508000373840332,-0.03794156000000015,0.0,0.0
37,0.16838717460632324,0.27517599839999995,5.324000358581543,-0.08314721000000014,0.0,0.0
38,0.17238712310791016,0.2694431651000002,6.602400779724121,-0.1089790100000001,0.0,0.0
39,0.17738699913024902,0.26371033180000003,8.008000373840332,-0.1864744100000002,0.0,0.0
40,0.182387113571167,0.24651183189999992,10.664000511169434,-0.1735585100000001,0.0,0.0
41,0.18738698959350586,0.24077899860000018,13.080801010131836,-0.24459596000000006,0.0,0.0
42,0.19138717651367188,0.22931333200000026,15.75200080871582,-0.2187641600000001,0.0,0.0
43,0.19638705253601074,0.21211483210000015,17.035200119018555,-0.28980161000000004,0.0,0.0
44,0.20038700103759766,0.20064916550000023,17.494800567626953,-0.28980161000000004,0.0,0.0
45,0.20538711547851562,0.18345066560000012,17.64120101928711,-0.3608390600000002,0.0,0.0
46,0.20938706398010254,0.1719849990000002,17.421600341796875,-0.38667086000000017,0.0,0.0
47,0.2143871784210205,0.1490536657999999,17.25360107421875,-0.39958676000000004,0.0,0.0
48,0.21838712692260742,0.12612233260000005,17.494800567626953,-0.44479241,0.0,0.0
49,0.22438716888427734,0.10892383269999995,17.56800079345703,-0.44479241,0.0,0.0
50,0.22838711738586426,0.0859924995000001,17.66400146484375,-0.84518531,0.0,0.0
51,0.23338699340820312,0.06306116630000025,17.59040069580078,-0.8774750600000001,0.0,0.0
52,0.23738718032836914,0.034396999800000216,17.73760223388672,-0.8968489100000001,0.0,0.0
53,0.242387056350708,0.011465666599999924,17.56800079345703,-0.9162227600000001,0.0,0.0
54,0.24638700485229492,-0.011465666599999924,17.59040069580078,-0.92913866,0.0,0.0
55,0.2513871192932129,-0.04586266640000014,17.516801834106445,-0.9355966100000002,0.0,0.0
56,0.2553870677947998,-0.08025966619999991,17.73760223388672,-0.92913866,0.0,0.0
57,0.26038694381713867,-0.11465666600000013,17.472000122070312,-0.9420545600000001,0.0,0.0
58,0.2643871307373047,-0.14332083249999972,17.494800567626953,-0.9420545600000001,0.0,0.0
59,0.2703871726989746,-0.18345066560000012,17.421600341796875,-0.72894221,0.0,0.0
60,0.2743871212005615,-0.21211483210000015,17.811201095581055,-0.94851251,0.0,0.0
61,0.2793869972229004,-0.2522446652000001,17.73760223388672,-0.18001646000000004,0.0,0.0
62,0.2833869457244873,-0.2866416649999999,17.811201095581055,-0.94851251,0.0,0.0
63,0.2883870601654053,-0.3210386648000001,17.443201065063477,0.8209657899999998,0.0,0.0
64,0.29338717460632324,-0.36116849790000005,17.56800079345703,-0.9549704600000001,0.0,0.0
65,0.29738712310791016,-0.401298331,17.73760223388672,0.66597499,0.0,0.0
66,0.30138707160949707,-0.44142816409999996,17.73760223388672,-0.9355966100000002,0.0,0.0
67,0.30638694763183594,-0.4815579971999999,17.56800079345703,-0.9614284100000001,0.0,0.0
68,0.31238698959350586,-0.5216878302999999,17.421600341796875,-0.9614284100000001,0.0,0.0
69,0.3163871765136719,-0.5560848301000001,17.494800567626953,-0.9614284100000001,0.0,0.0
70,0.32138705253601074,-0.6019474964999998,17.66400146484375,-0.9678863600000001,0.0,0.0
71,0.32538700103759766,-0.6478101628999999,17.66400146484375,-0.9678863600000001,0.0,0.0
