%time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.u1,field.u2,field.u3
1494360399070255994,589204,1494360399066503919,,577.0,0.0,0.0,0.0,0.0,0.0
1494360399078346014,589205,1494360399071503919,,588.0,0.0,0.0,0.0,0.0,0.0
1494360399082772016,589206,1494360399076503919,,596.0,0.0,0.0,0.0,0.0,0.0
1494360399088208913,589207,1494360399081503919,,584.0,0.0,0.0,0.0,0.0,0.0
1494360399096525907,589208,1494360399087503919,,577.0,0.0,0.0,0.0,0.0,0.0
1494360399105909109,589210,1494360399097503919,,596.0,0.0,0.0,0.0,0.0,0.0
1494360399112401008,589212,1494360399107503919,,577.0,0.0,0.0,0.0,0.0,0.0
1494360399121263980,589213,1494360399112503919,,590.0,0.0,0.0,0.0,0.0,0.0
1494360399130508899,589215,1494360399122503919,,582.0,0.0,0.0,0.0,0.0,0.0
1494360399136342048,589217,1494360399133503919,,591.0,0.0,0.0,0.0,0.0,0.0
1494360399144826889,589218,1494360399138503919,,595.0,0.0,0.0,0.0,0.0,0.0
1494360399150352001,589219,1494360399143503919,,581.0,0.0,0.0,0.0,0.0,0.0
1494360399157783031,589221,1494360399153503919,,592.0,0.0,0.0,0.0,0.0,0.0
1494360399162863969,589221,1494360399153503919,,592.0,0.0,0.0,0.0,0.0,0.0
1494360399168800115,589223,1494360399163503919,,580.0,0.0,0.0,0.0,0.0,0.0
1494360399172755956,589224,1494360399168503919,,578.0,0.0,0.0,0.0,0.0,0.0
1494360399178061008,589225,1494360399174503919,,593.0,0.0,0.0,0.0,0.0,0.0
1494360399186665058,589226,1494360399179503919,,594.0,0.0,0.0,0.0,0.0,0.0
1494360399190520048,589227,1494360399184503919,,580.0,0.0,0.0,0.0,0.0,0.0
1494360399194564104,589228,1494360399189503919,,579.0,0.0,0.0,0.0,0.0,0.0
1494360399204442024,589230,1494360399199503919,,593.0,0.0,0.0,0.0,0.0,0.0
1494360399213785886,589232,1494360399209503919,,580.0,0.0,0.0,0.0,0.0,0.0
1494360399221067905,589233,1494360399215503919,,594.0,0.0,0.0,0.0,0.0,0.0
