%time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.u1,field.u2,field.u3
1494360183718638896,546972,1494360183711427946,,588.0,0.0,0.0,0.0,0.0,0.0
1494360183727114915,546973,1494360183716427946,,596.0,0.0,0.0,0.0,0.0,0.0
1494360183735259056,546975,1494360183726427946,,577.0,0.0,0.0,0.0,0.0,0.0
1494360183743463039,546977,1494360183735427946,,596.0,0.0,0.0,0.0,0.0,0.0
1494360183749988079,546978,1494360183740427946,,583.0,0.0,0.0,0.0,0.0,0.0
1494360183757575035,546980,1494360183750427946,,590.0,0.0,0.0,0.0,0.0,0.0
1494360183763921976,546981,1494360183756427946,,596.0,0.0,0.0,0.0,0.0,0.0
1494360183768769979,546982,1494360183761427946,,582.0,0.0,0.0,0.0,0.0,0.0
1494360183774260997,546983,1494360183766427946,,577.0,0.0,0.0,0.0,0.0,0.0
1494360183781045913,546984,1494360183771427946,,591.0,0.0,0.0,0.0,0.0,0.0
1494360183788813114,546986,1494360183781427946,,581.0,0.0,0.0,0.0,0.0,0.0
1494360183794037103,546987,1494360183786427946,,578.0,0.0,0.0,0.0,0.0,0.0
1494360183803327083,546989,1494360183797427946,,595.0,0.0,0.0,0.0,0.0,0.0
1494360183809382915,546990,1494360183802427946,,580.0,0.0,0.0,0.0,0.0,0.0
1494360183815079927,546991,1494360183807427946,,579.0,0.0,0.0,0.0,0.0,0.0
1494360183818594932,546992,1494360183812427946,,592.0,0.0,0.0,0.0,0.0,0.0
1494360183821474075,546992,1494360183812427946,,592.0,0.0,0.0,0.0,0.0,0.0
1494360183824788093,546993,1494360183817427946,,594.0,0.0,0.0,0.0,0.0,0.0
1494360183827615976,546994,1494360183822427946,,580.0,0.0,0.0,0.0,0.0,0.0
1494360183831166982,546994,1494360183822427946,,580.0,0.0,0.0,0.0,0.0,0.0
1494360183837212085,546995,1494360183827427946,,580.0,0.0,0.0,0.0,0.0,0.0
1494360183845431089,546997,1494360183838427946,,593.0,0.0,0.0,0.0,0.0,0.0
1494360183854034900,546998,1494360183843427946,,579.0,0.0,0.0,0.0,0.0,0.0
1494360183860012054,547000,1494360183853427946,,594.0,0.0,0.0,0.0,0.0,0.0
1494360183868313074,547002,1494360183863427946,,579.0,0.0,0.0,0.0,0.0,0.0
1494360183874819993,547002,1494360183863427946,,579.0,0.0,0.0,0.0,0.0,0.0
1494360183879976987,547004,1494360183873427946,,594.0,0.0,0.0,0.0,0.0,0.0
1494360183886044025,547005,1494360183878427946,,591.0,0.0,0.0,0.0,0.0,0.0
1494360183892592906,547006,1494360183884427946,,578.0,0.0,0.0,0.0,0.0,0.0
