%time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.u1,field.u2,field.u3
1494360505543658971,610084,1494360505539503904,,595.0,0.0,0.0,0.0,0.0,0.0
1494360505549990892,610084,1494360505539503904,,595.0,0.0,0.0,0.0,0.0,0.0
1494360505558492898,610086,1494360505549503904,,577.0,0.0,0.0,0.0,0.0,0.0
1494360505567688941,610088,1494360505559503904,,595.0,0.0,0.0,0.0,0.0,0.0
1494360505575768947,610089,1494360505563503904,,581.0,0.0,0.0,0.0,0.0,0.0
1494360505582624912,610091,1494360505573503904,,592.0,0.0,0.0,0.0,0.0,0.0
1494360505589071989,610092,1494360505579503904,,594.0,0.0,0.0,0.0,0.0,0.0
1494360505598088979,610094,1494360505589503904,,578.0,0.0,0.0,0.0,0.0,0.0
1494360505605242967,610096,1494360505599503904,,594.0,0.0,0.0,0.0,0.0,0.0
1494360505611335992,610097,1494360505604503904,,579.0,0.0,0.0,0.0,0.0,0.0
1494360505621160984,610098,1494360505609503904,,579.0,0.0,0.0,0.0,0.0,0.0
1494360505630681991,610101,1494360505625503904,,579.0,0.0,0.0,0.0,0.0,0.0
1494360505638086080,610102,1494360505630503904,,580.0,0.0,0.0,0.0,0.0,0.0
1494360505646812915,610104,1494360505640503904,,592.0,0.0,0.0,0.0,0.0,0.0
1494360505655414104,610105,1494360505645503904,,578.0,0.0,0.0,0.0,0.0,0.0
1494360505664079904,610107,1494360505655503904,,594.0,0.0,0.0,0.0,0.0,0.0
1494360505669315099,610108,1494360505660503904,,591.0,0.0,0.0,0.0,0.0,0.0
1494360505677330017,610109,1494360505666503904,,578.0,0.0,0.0,0.0,0.0,0.0
1494360505687134027,610112,1494360505681503904,,590.0,0.0,0.0,0.0,0.0,0.0
1494360505694437026,610113,1494360505686503904,,577.0,0.0,0.0,0.0,0.0,0.0
1494360505701294898,610114,1494360505691503904,,583.0,0.0,0.0,0.0,0.0,0.0
1494360505708416938,610116,1494360505701503904,,589.0,0.0,0.0,0.0,0.0,0.0
1494360505712193965,610117,1494360505707503904,,577.0,0.0,0.0,0.0,0.0,0.0
1494360505719984054,610118,1494360505712503904,,584.0,0.0,0.0,0.0,0.0,0.0
1494360505728748083,610120,1494360505722503904,,588.0,0.0,0.0,0.0,0.0,0.0
1494360505737261056,610121,1494360505727503904,,576.0,0.0,0.0,0.0,0.0,0.0
1494360505744071960,610122,1494360505732503904,,585.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505752592086,610124,1494360505742503904,,587.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505759588956,610125,1494360505748503904,,577.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505764364957,610127,1494360505758503904,,596.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505769606113,610128,1494360505763503904,,586.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505775355100,610129,1494360505768503904,,576.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505780592918,610129,1494360505768503904,,576.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505790364027,610132,1494360505783503904,,585.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505795005083,610133,1494360505788503904,,576.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505800228118,610134,1494360505794503904,,588.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505803771018,610134,1494360505794503904,,588.0,0.0,0.0,2.61799383163,0.0,0.0
1494360505807729959,610135,1494360505799503904,,597.0,0.0,-0.191986218095,2.61799383163,0.0,0.0
1494360505812036991,610136,1494360505804503904,,590.0,-0.0174532923847,-0.0349065847695,2.61799383163,0.0,0.0
1494360505821065902,610138,1494360505814503904,,633.0,0.0174532923847,-0.471238911152,2.61799383163,0.0,0.0
1494360505827598094,610139,1494360505819503904,,644.0,0.0,-0.38397243619,2.61799383163,0.0,0.0
1494360505832617998,610140,1494360505823503904,,624.0,0.0,-0.279252678156,2.61799383163,0.0,0.0
1494360505836075067,610141,1494360505828503904,,609.0,0.0,-0.174532920122,2.61799383163,0.0,0.0
1494360505841970920,610142,1494360505834503904,,612.0,0.0,-0.122173048556,2.61799383163,0.0,0.0
1494360505850923061,610144,1494360505844503904,,585.0,0.0,0.0349065847695,2.61799383163,0.0,0.0
1494360505857305049,610145,1494360505849503904,,573.0,0.0,0.0872664600611,2.61799383163,0.0,0.0
1494360505863086938,610146,1494360505854503904,,578.0,0.0,0.139626339078,2.61799383163,0.0,0.0
1494360505869743108,610147,1494360505859503904,,573.0,0.0,0.191986218095,2.61799383163,0.0,0.0
1494360505878045082,610149,1494360505869503904,,542.0,0.0,0.296705961227,2.61799383163,0.0,0.0
1494360505887094974,610150,1494360505875503904,,549.0,0.0,0.331612557173,2.61799383163,0.0,0.0
1494360505896063089,610153,1494360505890503904,,520.0,0.0,0.436332315207,2.61799383163,0.0,0.0
1494360505901328086,610154,1494360505895503904,,525.0,0.0,0.488692194223,2.61799383163,0.0,0.0
1494360505905961990,610154,1494360505895503904,,525.0,0.0,0.488692194223,2.61799383163,0.0,0.0
1494360505913566112,610156,1494360505905503904,,500.0,0.0,0.558505356312,2.61799383163,0.0,0.0
1494360505920624971,610158,1494360505915503904,,500.0,0.0,0.645771801472,2.61799383163,0.0,0.0
1494360505929111957,610159,1494360505921503904,,492.0,0.0,0.680678427219,2.61799383163,0.0,0.0
1494360505935115098,610160,1494360505926503904,,473.0,0.0,0.733038306236,2.61799383163,0.0,0.0
1494360505941164970,610162,1494360505936503904,,478.0,0.0,0.785398185253,2.61799383163,0.0,0.0
1494360505946942090,610162,1494360505936503904,,478.0,0.0,0.785398185253,2.61799383163,0.0,0.0
1494360505954380989,610164,1494360505946503904,,448.0,0.0,0.872664630413,2.61799383163,0.0,0.0
1494360505961781024,610166,1494360505956503904,,452.0,0.0,0.959931075573,2.61799383163,0.0,0.0
