%time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.u1,field.u2,field.u3
1494360095580806970,529688,1494360095573977027,,579.0,0.0,0.0,0.0,0.0,0.0
1494360095585067033,529688,1494360095573977027,,579.0,0.0,0.0,0.0,0.0,0.0
1494360095590512990,529689,1494360095578977027,,592.0,0.0,0.0,0.0,0.0,0.0
1494360095598817110,529691,1494360095589977027,,580.0,0.0,0.0,0.0,0.0,0.0
1494360095602807044,529692,1494360095594977027,,580.0,0.0,0.0,0.0,0.0,0.0
1494360095609158039,529693,1494360095599977027,,593.0,0.0,0.0,0.0,0.0,0.0
1494360095617906093,529695,1494360095609977027,,579.0,0.0,0.0,0.0,0.0,0.0
1494360095626848936,529696,1494360095614977027,,581.0,0.0,0.0,0.0,0.0,0.0
1494360095632358074,529698,1494360095625977027,,592.0,0.0,0.0,0.0,0.0,0.0
1494360095638324975,529699,1494360095630977027,,579.0,0.0,0.0,0.0,0.0,0.0
1494360095642764091,529700,1494360095635977027,,581.0,0.0,0.0,0.0,0.0,0.0
1494360095649734020,529701,1494360095640977027,,594.0,0.0,0.0,0.0,0.0,0.0
1494360095653498888,529702,1494360095645977027,,591.0,0.0,0.0,0.0,0.0,0.0
1494360095660157918,529703,1494360095650977027,,578.0,0.0,0.0,0.0,0.0,0.0
1494360095668521881,529704,1494360095655977027,,582.0,0.0,0.0,0.0,0.0,0.0
1494360095676445960,529706,1494360095665977027,,590.0,0.0,0.0,0.0,0.0,0.0
1494360095680509090,529707,1494360095671977027,,577.0,0.0,0.0,0.0,0.0,0.0
1494360095686151981,529708,1494360095676977027,,583.0,0.0,0.0,0.0,0.0,0.0
1494360095692404985,529709,1494360095681977027,,595.0,0.0,0.0,0.0,0.0,0.0
1494360095698133945,529711,1494360095691977027,,577.0,0.0,0.0,0.0,0.0,0.0
1494360095702641963,529712,1494360095696977027,,583.0,0.0,0.0,0.0,0.0,0.0
1494360095709075927,529713,1494360095701977027,,596.0,0.0,0.0,0.0,0.0,0.0
1494360095716470003,529714,1494360095706977027,,588.0,0.0,0.0,0.0,0.0,0.0
1494360095724636077,529716,1494360095717977027,,585.0,0.0,0.0,0.0,0.0,0.0
1494360095730052947,529717,1494360095722977027,,596.0,0.0,0.0,0.0,0.0,0.0
1494360095736764907,529718,1494360095727977027,,587.0,0.0,0.0,0.0,0.0,0.0
1494360095744817018,529720,1494360095737977027,,586.0,0.0,0.0,0.0,0.0,0.0
1494360095749910116,529721,1494360095742977027,,596.0,0.0,0.0,0.0,0.0,0.0
1494360095758523941,529722,1494360095747977027,,586.0,0.0,0.0,0.0,0.0,0.0
1494360095766499996,529724,1494360095757977027,,587.0,0.0,0.0,0.0,0.0,0.0
1494360095774595975,529725,1494360095762977027,,596.0,0.0,0.0,0.0,0.0,0.0
1494360095784195899,529728,1494360095777977027,,588.0,0.0,0.0,0.523598790169,0.0,0.0
1494360095789746999,529729,1494360095782977027,,596.0,0.0,0.0,0.523598790169,0.0,0.0
1494360095795275926,529729,1494360095782977027,,596.0,0.0,0.0,0.523598790169,0.0,0.0
1494360095803488969,529731,1494360095793977027,,577.0,0.0,0.0,0.523598790169,0.0,0.0
