%time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.u1,field.u2,field.u3
1494360214631551027,553035,1494360214629723957,,595.0,0.0,0.0,0.0,0.0,0.0
1494360214638348102,553035,1494360214629723957,,595.0,0.0,0.0,0.0,0.0,0.0
1494360214644666910,553037,1494360214639723957,,577.0,0.0,0.0,0.0,0.0,0.0
1494360214650492906,553038,1494360214644723957,,582.0,0.0,0.0,0.0,0.0,0.0
1494360214657747030,553039,1494360214650723957,,596.0,0.0,0.0,0.0,0.0,0.0
1494360214665721893,553041,1494360214660723957,,577.0,0.0,0.0,0.0,0.0,0.0
1494360214670500993,553042,1494360214665723957,,583.0,0.0,0.0,0.0,0.0,0.0
1494360214674695968,553043,1494360214670723957,,596.0,0.0,0.0,0.0,0.0,0.0
1494360214682492017,553044,1494360214675723957,,589.0,0.0,0.0,0.0,0.0,0.0
1494360214691488981,553046,1494360214685723957,,584.0,0.0,0.0,0.0,0.0,0.0
1494360214698048114,553048,1494360214696723957,,588.0,0.0,0.0,0.0,0.0,0.0
1494360214702996015,553048,1494360214696723957,,588.0,0.0,0.0,0.0,0.0,0.0
1494360214710041999,553050,1494360214706723957,,585.0,0.0,0.0,0.0,0.0,0.0
1494360214716747999,553051,1494360214711723957,,596.0,0.0,0.0,0.0,0.0,0.0
1494360214725434064,553052,1494360214716723957,,587.0,0.0,0.0,0.0,0.0,0.0
1494360214731033086,553054,1494360214726723957,,587.0,0.0,0.0,0.0,0.0,0.0
1494360214738675117,553056,1494360214737723957,,586.0,0.0,0.0,0.0,0.0,0.0
1494360214744312047,553056,1494360214737723957,,586.0,0.0,0.0,0.0,0.0,0.0
1494360214748919010,553057,1494360214742723957,,577.0,0.0,0.0,0.0,0.0,0.0
1494360214756663084,553059,1494360214752723957,,596.0,0.0,0.0,0.0,0.0,0.0
1494360214820002079,553072,1494360214817723957,,581.0,0.0,0.0,0.0,0.0,0.0
1494360214826474905,553072,1494360214817723957,,581.0,0.0,0.0,0.0,0.0,0.0
1494360214831737995,553074,1494360214828723957,,592.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214837547063,553075,1494360214833723957,,595.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214842961072,553076,1494360214838723957,,580.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214848830938,553077,1494360214843723957,,578.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214857270002,553079,1494360214853723957,,595.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214863922119,553080,1494360214858723957,,580.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214870671033,553081,1494360214864723957,,579.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214879206895,553083,1494360214874723957,,593.0,0.0,0.0,-1.04719758034,0.0,0.0
1494360214887758016,553084,1494360214879723957,,568.0,-0.436332315207,0.191986218095,-1.04719758034,0.0,0.0
1494360214896346092,553086,1494360214889723957,,568.0,-0.471238911152,0.191986218095,-1.04719758034,0.0,0.0
1494360214905129909,553088,1494360214899723957,,557.0,-0.401425719261,0.157079637051,-1.04719758034,0.0,0.0
1494360214913202047,553089,1494360214904723957,,561.0,-0.38397243619,0.122173048556,-1.04719758034,0.0,0.0
1494360214920917034,553091,1494360214915723957,,575.0,-0.349065840244,0.0872664600611,-1.04719758034,0.0,0.0
1494360214929740905,553093,1494360214925723957,,570.0,-0.349065840244,0.069813169539,-1.04719758034,0.0,0.0
1494360214938216924,553094,1494360214930723957,,584.0,-0.366519153118,0.069813169539,-1.04719758034,0.0,0.0
1494360214943830966,553096,1494360214940723957,,569.0,-0.401425719261,0.0523598790169,-1.04719758034,0.0,0.0
1494360214952289104,553097,1494360214945723957,,576.0,-0.418879032135,0.0523598790169,-1.04719758034,0.0,0.0
1494360214960551977,553099,1494360214956723957,,584.0,-0.488692194223,0.0349065847695,-1.04719758034,0.0,0.0
1494360214969687938,553101,1494360214966723957,,580.0,-0.575958669186,0.0349065847695,-1.04719758034,0.0,0.0
1494360214976079940,553102,1494360214971723957,,592.0,-0.593411922455,0.0349065847695,-1.04719758034,0.0,0.0
1494360214982064962,553103,1494360214976723957,,586.0,-0.628318548203,0.0349065847695,-1.04719758034,0.0,0.0
1494360214991030931,553105,1494360214986723957,,582.0,-0.680678427219,0.0174532923847,-1.04719758034,0.0,0.0
1494360214998333930,553106,1494360214992723957,,594.0,-0.715584993362,0.0174532923847,-1.04719758034,0.0,0.0
1494360215004215002,553108,1494360215002723957,,575.0,-0.785398185253,0.0174532923847,-1.04719758034,0.0,0.0
1494360215012518882,553109,1494360215007723957,,585.0,-0.785398185253,0.0174532923847,-1.04719758034,0.0,0.0
1494360215021030902,553111,1494360215017723957,,586.0,-0.890117943287,0.0174532923847,-1.04719758034,0.0,0.0
1494360215028635025,553113,1494360215027723957,,589.0,-0.907571196556,0.0,-1.04719758034,0.0,0.0
1494360215031788110,553113,1494360215027723957,,589.0,-0.907571196556,0.0,-1.04719758034,0.0,0.0
1494360215037178039,553114,1494360215031723957,,598.0,-0.942477822304,0.0,-1.04719758034,0.0,0.0
1494360215045717000,553116,1494360215042723957,,580.0,-0.977384388447,0.0,-1.04719758034,0.0,0.0
1494360215054656028,553117,1494360215047723957,,591.0,-0.994837701321,0.0,-1.04719758034,0.0,0.0
1494360215063889026,553119,1494360215057723957,,587.0,-1.01229095459,0.0,-1.04719758034,0.0,0.0
1494360215068598985,553120,1494360215062723957,,580.0,-1.01229095459,0.0,-1.04719758034,0.0,0.0
1494360215075598955,553121,1494360215067723957,,592.0,-1.02974426746,0.0,-1.04719758034,0.0,0.0
1494360215084079980,553123,1494360215078723957,,586.0,-1.02974426746,0.0,-1.04719758034,0.0,0.0
1494360215089210033,553124,1494360215083723957,,580.0,-1.02974426746,0.0,-1.04719758034,0.0,0.0
1494360215097672939,553126,1494360215093723957,,598.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215106760978,553128,1494360215103723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215115153074,553130,1494360215113723957,,598.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215122885942,553131,1494360215119723957,,584.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215129137992,553132,1494360215124723957,,581.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215135164022,553134,1494360215134723957,,597.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215140419006,553134,1494360215134723957,,597.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215148782014,553136,1494360215144723957,,581.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215155047893,553137,1494360215149723957,,596.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215164329051,553139,1494360215159723957,,582.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215169805049,553140,1494360215165723957,,582.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215176186084,553142,1494360215175723957,,595.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215184606075,553143,1494360215180723957,,581.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215193505048,553145,1494360215190723957,,597.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215201865911,553146,1494360215195723957,,594.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215208882093,553148,1494360215206723957,,584.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215217658996,553150,1494360215216723957,,593.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215223294019,553150,1494360215216723957,,593.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215231259107,553152,1494360215226723957,,585.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215239772081,553154,1494360215236723957,,592.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215245603084,553155,1494360215241723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215252851009,553156,1494360215247723957,,586.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215256854057,553157,1494360215252723957,,599.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215265163898,553158,1494360215257723957,,592.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215271043062,553160,1494360215267723957,,587.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215279701948,553162,1494360215277723957,,591.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215288451910,553163,1494360215282723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215297095060,553165,1494360215292723957,,599.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215303585052,553167,1494360215302723957,,579.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215312324047,553168,1494360215307723957,,590.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215321471929,553170,1494360215317723957,,588.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215327017068,553171,1494360215322723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215330590009,553171,1494360215322723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215335937023,553173,1494360215333723957,,599.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215342489004,553174,1494360215338723957,,587.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215348388910,553175,1494360215343723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215353751897,553176,1494360215348723957,,592.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215358971118,553177,1494360215353723957,,599.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215365194082,553179,1494360215363723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215371815919,553179,1494360215363723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215381341934,553182,1494360215379723957,,585.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215388144969,553183,1494360215384723957,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215393981933,553184,1494360215389723957,,594.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215402616977,553186,1494360215399723957,,584.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215407254934,553187,1494360215404723957,,581.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215411648035,553187,1494360215404723957,,581.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215417442083,553188,1494360215409723957,,595.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215426271915,553190,1494360215420723957,,583.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215432555913,553191,1494360215428723957,,587.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215441121101,553193,1494360215438723957,,589.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215449168920,553194,1494360215443723957,,579.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215453470945,553195,1494360215445071954,,591.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215459173917,553197,1494360215455071954,,588.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215466079950,553197,1494360215455071954,,588.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215474061965,553199,1494360215465071954,,591.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215481200933,553201,1494360215475071954,,587.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215486426115,553201,1494360215475071954,,587.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215490854024,553202,1494360215480071954,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215495868921,553204,1494360215490071954,,599.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215502912044,553205,1494360215495071954,,586.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215508642911,553206,1494360215501071954,,580.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215514338016,553207,1494360215506071954,,593.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
1494360215521042108,553209,1494360215516071954,,585.0,-1.04719758034,0.0,-1.04719758034,0.0,0.0
