t,u1,u2,u3
0,0.556097060702442,0.523598775598299,0.483492143903303
0.02,0.556097060702442,0.523598775598299,0.478194547259871
0.04,0.556097060702442,0.523598775598299,0.435067678440723
0.06,0.556097060702442,0.523598775598299,0.349641340108046
0.08,0.556097060702442,0.523598775598299,0.234429230313711
0.1,0.556097060702442,0.523598775598299,0.118211731722305
0.12,0.556097060702442,0.523598775598299,0.0376063591920295
0.14,0.556097060702442,0.523598775598299,0.0209182627412051
0.16,0.556097060702442,0.523598775598299,0.0762864113094458
0.18,0.556097060702442,0.523598775598299,0.189905425193402
0.2,0.556097060702442,0.523598775598299,0.334157658076781
0.22,0.556097060702442,0.523598775598299,0.478844134175186
0.24,0.556097060702442,0.523598775598299,0.585666856619127
0.26,0.556097060702442,0.523598775598299,0.658503928330509
0.28,0.556097060702442,0.523598775598299,0.70060344550427
0.3,0.556097060702442,0.523598775598299,0.717469018611494
0.32,0.556097060702442,0.523598775598299,0.716074442412098
0.34,0.556097060702442,0.523598775598299,0.702605583715252
0.36,0.556097060702442,0.523598775598299,0.681770339379341
0.38,0.556097060702442,0.523598775598299,0.656930302149269
0.4,0.556097060702442,0.523598775598299,0.630444626260358
0.42,0.556097060702442,0.523598775598299,0.603994106603213
0.44,0.556097060702442,0.523598775598299,0.578801398647088
0.46,0.556097060702442,0.523598775598299,0.555752867462885
0.48,0.556097060702442,0.523598775598299,0.535467237356044
0.5,0.556097060702442,0.523598775598299,0.518322584607537
0.52,0.556097060702442,0.523598775598299,0.504497333466773
0.54,0.556097060702442,0.523598775598299,0.492916574411054
0.56,0.556097060702442,0.523598775598299,0.484260772180502
0.58,0.556097060702442,0.523598775598299,0.478993688274336
0.6,0.556097060702442,0.523598775598299,0.476646003730264
0.62,0.556097060702442,0.523598775598299,0.476682490065157
0.64,0.556097060702442,0.523598775598299,0.478527481740795
0.66,0.556097060702442,0.523598775598299,0.481615183813875
0.68,0.556097060702442,0.523598775598299,0.485434996692456
0.7,0.556097060702442,0.523598775598299,0.489527021343222
0.72,0.556097060702442,0.523598775598299,0.493545583447148
0.74,0.556097060702442,0.523598775598299,0.497218663244741
0.76,0.556097060702442,0.523598775598299,0.500316144193783
0.78,0.556097060702442,0.523598775598299,0.50246489474312
0.8,0.556097060702442,0.523598775598299,0.504061019676545
0.82,0.556097060702442,0.523598775598299,0.505120917219325
0.84,0.556097060702442,0.523598775598299,0.505693939711249
0.86,0.556097060702442,0.523598775598299,0.50584843301498
0.88,0.556097060702442,0.523598775598299,0.505665072257458
0.9,0.556097060702442,0.523598775598299,0.50522786444312
0.92,0.556097060702442,0.523598775598299,0.504616360358703
0.94,0.556097060702442,0.523598775598299,0.503905300339083
0.96,0.556097060702442,0.523598775598299,0.503157130649477
0.98,0.556097060702442,0.523598775598299,0.502423067308794
1,0.556097060702442,0.523598775598299,0.50174082359773
1.02,0.556097060702442,0.523598775598299,0.501136970076974
1.04,0.556097060702442,0.523598775598299,0.500626333566851
1.06,0.556097060702442,0.523598775598299,0.500215926144719
1.08,0.556097060702442,0.523598775598299,0.499887150646794
1.1,0.556097060702442,0.523598775598299,0.49962561541193
1.12,0.556097060702442,0.523598775598299,0.499463197725313
1.14,0.556097060702442,0.523598775598299,0.49937980265774
1.16,0.556097060702442,0.523598775598299,0.499361396392876
1.18,0.556097060702442,0.523598775598299,0.499392208155799
1.2,0.556097060702442,0.523598775598299,0.499457701615865
1.22,0.556097060702442,0.523598775598299,0.499544472313571
1.24,0.556097060702442,0.523598775598299,0.499640999947266
1.26,0.556097060702442,0.523598775598299,0.499737978296633
1.28,0.556097060702442,0.523598775598299,0.49982502152927
1.3,0.556097060702442,0.523598775598299,0.499900459466812
1.32,0.556097060702442,0.523598775598299,0.49995538233135
1.34,0.556097060702442,0.523598775598299,0.499990269495034
1.36,0.556097060702442,0.523598775598299,0.500006609445253
1.38,0.556097060702442,0.523598775598299,0.500011004459771
1.4,0.556097060702442,0.523598775598299,0.500009430575212
1.42,0.556097060702442,0.523598775598299,0.500005920349712
1.44,0.556097060702442,0.523598775598299,0.500002284886641
1.46,0.556097060702442,0.523598775598299,0.500000047288766
1.48,0.556097060702442,0.523598775598299,0.499999990176965
